,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
0,52.10741424560547,0,0
1,37.480926513671875,10000,10
2,61.7333869934082,20000,20
3,85.76709747314453,30000,30
4,133.6931610107422,40000,40
5,225.9178466796875,50000,50
6,313.3799133300781,60000,60
7,325.8127746582031,70000,70
8,385.0404968261719,80000,80
9,429.646484375,90000,90
10,449.9031677246094,100000,100
11,462.44854736328125,110000,110
12,493.73681640625,120000,120
13,506.378662109375,130000,130
14,536.0148315429688,140000,140
15,562.9371337890625,150000,150
16,553.5452880859375,160000,160
17,561.9515380859375,170000,170
18,623.5414428710938,180000,180
19,634.5752563476562,190000,190
20,679.109375,200000,200
21,660.7269287109375,210000,210
22,711.1685791015625,220000,220
23,628.6538696289062,230000,230
24,735.222900390625,240000,240
25,771.3876953125,250000,250
26,815.3953857421875,260000,260
27,711.4157104492188,270000,270
28,889.6041870117188,280000,280
29,895.5035400390625,290000,290
30,847.0729370117188,300000,300
31,896.5447998046875,310000,310
32,925.0354614257812,320000,320
33,940.2830810546875,330000,330
34,845.3405151367188,340000,340
35,920.1912231445312,350000,350
36,920.5026245117188,360000,360
37,946.1734619140625,370000,370
38,946.5399169921875,380000,380
39,953.4059448242188,390000,390
40,938.9812622070312,400000,400
41,854.1011962890625,410000,410
42,948.3826904296875,420000,420
43,945.9988403320312,430000,430
44,922.1785888671875,440000,440
45,946.1423950195312,450000,450
46,946.3855590820312,460000,460
47,930.9679565429688,470000,470
48,859.7644653320312,480000,480
49,936.0817260742188,490000,490
50,941.2916259765625,500000,500
51,913.8280029296875,510000,510
52,947.7156372070312,520000,520
53,827.5533447265625,530000,530
54,959.0953369140625,540000,540
55,952.2693481445312,550000,550
56,930.3991088867188,560000,560
57,925.7587890625,570000,570
58,951.9620971679688,580000,580
59,943.072265625,590000,590
60,953.5958862304688,600000,600
61,953.2081298828125,610000,610
62,956.6644287109375,620000,620
63,950.7222900390625,630000,630
64,952.6408081054688,640000,640
65,939.2175903320312,650000,650
66,956.6322021484375,660000,660
67,960.0867309570312,670000,670
68,966.5437622070312,680000,680
69,946.2730712890625,690000,690
70,956.8624877929688,700000,700
71,952.6066284179688,710000,710
72,659.7022705078125,720000,720
73,943.224609375,730000,730
74,946.4534912109375,740000,740
75,944.1785278320312,750000,750
76,950.8140869140625,760000,760
77,946.6043090820312,770000,770
78,968.7156372070312,780000,780
79,948.5065307617188,790000,790
80,909.2756958007812,800000,800
81,936.82373046875,810000,810
82,933.9733276367188,820000,820
83,942.1232299804688,830000,830
84,942.7752075195312,840000,840
85,948.41455078125,850000,850
86,913.0584716796875,860000,860
87,951.2362060546875,870000,870
88,950.8831787109375,880000,880
89,955.63330078125,890000,890
90,958.3727416992188,900000,900
91,943.9132690429688,910000,910
92,969.0601806640625,920000,920
93,953.9607543945312,930000,930
94,853.4031982421875,940000,940
95,954.5706176757812,950000,950
96,920.79296875,960000,960
97,944.8060302734375,970000,970
98,950.1359252929688,980000,980
99,951.0075073242188,990000,990
100,938.5528564453125,1000000,1000
101,948.7919921875,1010000,1010
102,945.2531127929688,1020000,1020
103,959.1392822265625,1030000,1030
104,850.5595703125,1040000,1040
105,946.2183837890625,1050000,1050
106,941.1318359375,1060000,1060
107,947.1002197265625,1070000,1070
108,945.8582763671875,1080000,1080
109,970.3860473632812,1090000,1090
110,938.40576171875,1100000,1100
111,948.1912841796875,1110000,1110
112,961.48193359375,1120000,1120
113,939.8405151367188,1130000,1130
114,946.6695556640625,1140000,1140
115,849.8161010742188,1150000,1150
116,962.7644653320312,1160000,1160
117,964.8582763671875,1170000,1170
118,952.2263793945312,1180000,1180
119,954.2059326171875,1190000,1190
120,956.5760498046875,1200000,1200
121,918.8493041992188,1210000,1210
122,929.0927734375,1220000,1220
123,940.9338989257812,1230000,1230
124,943.7396240234375,1240000,1240
125,954.2265625,1250000,1250
126,940.1921997070312,1260000,1260
127,958.8869018554688,1270000,1270
128,953.3016357421875,1280000,1280
129,920.3938598632812,1290000,1290
130,960.5982666015625,1300000,1300
131,962.5306396484375,1310000,1310
132,962.353515625,1320000,1320
133,827.39501953125,1330000,1330
134,951.3683471679688,1340000,1340
135,955.0928955078125,1350000,1350
136,946.6451416015625,1360000,1360
137,929.1781005859375,1370000,1370
138,960.3405151367188,1380000,1380
139,955.5345458984375,1390000,1390
140,962.1385498046875,1400000,1400
141,953.9617919921875,1410000,1410
142,935.9559326171875,1420000,1420
143,962.5738525390625,1430000,1430
144,928.4617309570312,1440000,1440
145,950.9713745117188,1450000,1450
146,955.4681396484375,1460000,1460
147,951.1926879882812,1470000,1470
148,737.3931884765625,1480000,1480
149,955.5103759765625,1490000,1490
150,950.5108642578125,1500000,1500
151,810.6041870117188,1510000,1510
152,953.9344482421875,1520000,1520
153,956.43408203125,1530000,1530
154,961.2955932617188,1540000,1540
155,959.7633666992188,1550000,1550
156,949.3323974609375,1560000,1560
157,915.4225463867188,1570000,1570
158,945.3441162109375,1580000,1580
159,964.0625,1590000,1590
160,953.0789794921875,1600000,1600
161,925.2571411132812,1610000,1610
162,960.77587890625,1620000,1620
163,955.1053466796875,1630000,1630
164,964.6824340820312,1640000,1640
165,941.6170654296875,1650000,1650
166,950.4216918945312,1660000,1660
167,962.19873046875,1670000,1670
168,906.2379760742188,1680000,1680
169,939.9744262695312,1690000,1690
170,907.4200439453125,1700000,1700
171,947.1627807617188,1710000,1710
172,948.7838745117188,1720000,1720
173,927.7523193359375,1730000,1730
174,954.1901245117188,1740000,1740
175,947.64306640625,1750000,1750
176,914.44921875,1760000,1760
177,975.6312255859375,1770000,1770
178,961.2135620117188,1780000,1780
179,952.1242065429688,1790000,1790
180,959.0397338867188,1800000,1800
181,950.3068237304688,1810000,1810
182,937.7350463867188,1820000,1820
183,941.7291870117188,1830000,1830
184,844.7657470703125,1840000,1840
185,964.4923095703125,1850000,1850
186,940.5921020507812,1860000,1860
187,948.6954345703125,1870000,1870
188,966.1629028320312,1880000,1880
189,867.2658081054688,1890000,1890
190,899.7874145507812,1900000,1900
191,954.9943237304688,1910000,1910
192,928.4571533203125,1920000,1920
193,963.1570434570312,1930000,1930
194,919.7156982421875,1940000,1940
195,949.9593505859375,1950000,1950
196,936.58203125,1960000,1960
197,953.447265625,1970000,1970
198,961.0891723632812,1980000,1980
199,951.736328125,1990000,1990
200,931.41357421875,2000000,2000
